product_id,retailer_company,store_location,retailer_type,business_strategy,region,minimum_safe_price,supply_risk,optimal_price,elasticity,inventory_pressure,urgency_score,market_pressure,competitive_gap,retailer_type_encoded,business_strategy_encoded,region_encoded,event_score,target_E1_weight,target_E2_weight,target_E3_weight,target_E4_weight
SKU_1098,BigBasket,Delhi,discount,volume_first,urban,311.24,0.8997232,527.631,-0.27780387,0.025,0.007,0.687,6.0,0.0,0.0,0.0,0.0,0.29544243,0.2122965,0.11186236,0.3803987
SKU_1098,BigBasket,Delhi,standard,balanced,suburban,311.24,0.089,527.631,-0.27780387,1.0,1.0,0.687,6.0,1.0,1.0,1.0,0.0,0.15074821,0.14894149,0.3485198,0.35179052
SKU_1098,BigBasket,Delhi,premium,margin_first,urban,311.24,0.089,527.631,-0.27780387,0.025,0.007,0.687,2.5463188,2.0,2.0,0.0,0.0,0.28026298,0.13267882,0.20488934,0.38216886
SKU_1098,BigBasket,Delhi,standard,margin_first,rural,311.24,0.089,527.631,-0.27780387,0.025,0.007,0.687,6.0,1.0,2.0,2.0,0.0,0.29759762,0.14088517,0.1557107,0.4058065
SKU_1022,Spencer's,Mumbai,discount,volume_first,urban,53.4,0.9295108,83.681,-0.29679158,-0.383,0.0,0.625,-0.27,0.0,0.0,0.0,0.0,0.32420844,0.23028196,0.12001874,0.32549083
SKU_1022,Spencer's,Mumbai,standard,balanced,suburban,53.4,0.107,83.681,-0.29679158,1.0,1.0,0.625,-0.27,1.0,1.0,1.0,0.0,0.1695741,0.16498987,0.3834516,0.28198442
SKU_1022,Spencer's,Mumbai,premium,margin_first,urban,53.4,0.107,83.681,-0.29679158,-0.383,0.0,0.625,-2.9986093,2.0,2.0,0.0,0.0,0.28595662,0.13473849,0.20532325,0.37398162
SKU_1022,Spencer's,Mumbai,standard,margin_first,rural,53.4,0.107,83.681,-0.29679158,-0.383,0.0,0.625,-0.27,1.0,2.0,2.0,0.0,0.3373055,0.15893331,0.17299491,0.3307663
SKU_1100,Blinkit,Pune,discount,volume_first,urban,316.63,0.9141045,585.52,-0.26469314,-0.19,0.0,0.71,4.53,0.0,0.0,0.0,0.0,0.29651007,0.21088256,0.11064856,0.3819588
SKU_1100,Blinkit,Pune,standard,balanced,suburban,316.63,0.254,585.52,-0.26469314,-1.0,1.0,0.71,4.53,1.0,1.0,1.0,0.0,0.17574434,0.14336948,0.33707237,0.3438138
SKU_1100,Blinkit,Pune,premium,margin_first,urban,316.63,0.254,585.52,-0.26469314,-0.19,0.0,0.71,-1.779657,2.0,2.0,0.0,0.0,0.30303043,0.12734662,0.19680952,0.37281346
SKU_1100,Blinkit,Pune,standard,margin_first,rural,316.63,0.254,585.52,-0.26469314,-0.19,0.0,0.71,4.53,1.0,2.0,2.0,0.0,0.32108548,0.13493414,0.14895411,0.3950263
SKU_1071,More Retail,Hyderabad,discount,volume_first,urban,79.71,0.87108,139.555,-0.27252156,-0.674,1.0,0.598,1.74,0.0,0.0,0.0,0.0,0.2660451,0.19388434,0.20312569,0.33694488
SKU_1071,More Retail,Hyderabad,standard,balanced,suburban,79.71,0.272,139.555,-0.27252156,1.0,1.0,0.598,1.74,1.0,1.0,1.0,0.0,0.18150727,0.14578007,0.3417721,0.33094054
SKU_1071,More Retail,Hyderabad,premium,margin_first,urban,79.71,0.272,139.555,-0.27252156,-0.674,1.0,0.598,1.8483518,2.0,2.0,0.0,0.0,0.27234778,0.11352095,0.29972243,0.31440884
SKU_1071,More Retail,Hyderabad,standard,margin_first,rural,79.71,0.272,139.555,-0.27252156,-0.674,1.0,0.598,1.74,1.0,2.0,2.0,0.0,0.2866679,0.119489916,0.2629016,0.33094054
SKU_1044,Reliance Retail,Ahmedabad,discount,volume_first,urban,30.51,0.87788916,48.607,-0.14247124,-0.494,1.0,0.69,0.17,0.0,0.0,0.0,0.0,0.28526857,0.20149542,0.2170131,0.2962229
SKU_1044,Reliance Retail,Ahmedabad,standard,balanced,suburban,30.51,0.167,48.607,-0.14247124,-1.0,1.0,0.69,0.17,1.0,1.0,1.0,0.0,0.18088818,0.15496573,0.3811876,0.28295848
SKU_1044,Reliance Retail,Ahmedabad,premium,margin_first,urban,30.51,0.167,48.607,-0.14247124,-0.494,1.0,0.69,1.9015808,2.0,2.0,0.0,0.0,0.2568322,0.10822217,0.30307665,0.33186895
SKU_1044,Reliance Retail,Ahmedabad,standard,margin_first,rural,30.51,0.167,48.607,-0.14247124,-0.494,1.0,0.69,0.17,1.0,2.0,2.0,0.0,0.29817668,0.12564361,0.29322124,0.28295848
SKU_1017,DMart,Hyderabad,discount,volume_first,urban,35.91,0.91896164,61.737,-0.3401292,-0.705,1.0,0.694,0.5,0.0,0.0,0.0,0.0,0.28115484,0.2026134,0.20930578,0.30692598
SKU_1017,DMart,Hyderabad,standard,balanced,suburban,35.91,0.095,61.737,-0.3401292,-1.0,1.0,0.694,0.5,1.0,1.0,1.0,0.0,0.16181433,0.16225018,0.37133035,0.30460513
SKU_1017,DMart,Hyderabad,premium,margin_first,urban,35.91,0.095,61.737,-0.3401292,-0.705,1.0,0.694,-2.0906699,2.0,2.0,0.0,0.0,0.24462621,0.11845979,0.3037263,0.33318773
SKU_1017,DMart,Hyderabad,standard,margin_first,rural,35.91,0.095,61.737,-0.3401292,-0.705,1.0,0.694,0.5,1.0,2.0,2.0,0.0,0.27606982,0.1336863,0.28563872,0.30460513
SKU_1002,Blinkit,Bengaluru,discount,volume_first,urban,21.23,0.95492077,37.336,-0.41372737,-0.688,1.0,0.602,-1.41,0.0,0.0,0.0,0.0,0.27301237,0.19606325,0.19950563,0.33141875
SKU_1002,Blinkit,Bengaluru,standard,balanced,suburban,21.23,0.136,37.336,-0.41372737,1.0,1.0,0.602,-1.41,1.0,1.0,1.0,0.0,0.15918076,0.1558499,0.34767303,0.3372963
SKU_1002,Blinkit,Bengaluru,premium,margin_first,urban,21.23,0.136,37.336,-0.41372737,-0.688,1.0,0.602,-1.6729507,2.0,2.0,0.0,0.0,0.25264362,0.122550815,0.3046346,0.32017097
SKU_1002,Blinkit,Bengaluru,standard,margin_first,rural,21.23,0.136,37.336,-0.41372737,-0.688,1.0,0.602,-1.41,1.0,2.0,2.0,0.0,0.26615706,0.12910584,0.2674408,0.3372963
SKU_1077,More Retail,Mumbai,discount,volume_first,urban,121.21,0.97195315,209.885,-0.18723392,-0.509,0.01,0.698,-3.2,0.0,0.0,0.0,0.0,0.30393758,0.20641269,0.11119395,0.37845576
SKU_1077,More Retail,Mumbai,standard,balanced,suburban,121.21,0.221,209.885,-0.18723392,1.0,1.0,0.698,-3.2,1.0,1.0,1.0,0.0,0.17179458,0.14102711,0.34112257,0.34605575
SKU_1077,More Retail,Mumbai,premium,margin_first,urban,121.21,0.221,209.885,-0.18723392,-0.509,0.01,0.698,2.2202022,2.0,2.0,0.0,0.0,0.2999761,0.12441792,0.20051499,0.375091
SKU_1077,More Retail,Mumbai,standard,margin_first,rural,121.21,0.221,209.885,-0.18723392,-0.509,0.01,0.698,-3.2,1.0,2.0,2.0,0.0,0.31806904,0.13192214,0.15229437,0.39771447
SKU_1018,Blinkit,Ahmedabad,discount,volume_first,urban,42.78,0.97458744,74.724,-0.2729448,-0.646,0.0,0.63,-1.08,0.0,0.0,0.0,0.0,0.311393,0.21505563,0.112643056,0.36090833
SKU_1018,Blinkit,Ahmedabad,standard,balanced,suburban,42.78,0.122,74.724,-0.2729448,1.0,1.0,0.63,-1.08,1.0,1.0,1.0,0.0,0.16073635,0.1522764,0.3569478,0.33003944
SKU_1018,Blinkit,Ahmedabad,premium,margin_first,urban,42.78,0.122,74.724,-0.2729448,-0.646,0.0,0.63,-1.5084043,2.0,2.0,0.0,0.0,0.2882982,0.13299896,0.20479879,0.37390408
SKU_1018,Blinkit,Ahmedabad,standard,margin_first,rural,42.78,0.122,74.724,-0.2729448,-0.646,0.0,0.63,-1.08,1.0,2.0,2.0,0.0,0.313623,0.14468192,0.15913486,0.38256022
SKU_1097,Star Bazaar,Pune,discount,volume_first,urban,199.54,0.893741,442.806,-0.22566321,-0.364,0.0,0.537,-8.68,0.0,0.0,0.0,0.0,0.30176038,0.21514754,0.1138187,0.3692734
SKU_1097,Star Bazaar,Pune,standard,balanced,suburban,199.54,0.242,442.806,-0.22566321,-1.0,1.0,0.537,-8.68,1.0,1.0,1.0,0.0,0.17914046,0.14588484,0.34789753,0.32707718
SKU_1097,Star Bazaar,Pune,premium,margin_first,urban,199.54,0.242,442.806,-0.22566321,-0.364,0.0,0.537,-2.3327918,2.0,2.0,0.0,0.0,0.31116766,0.12952204,0.20368183,0.3556285
SKU_1097,Star Bazaar,Pune,standard,margin_first,rural,199.54,0.242,442.806,-0.22566321,-0.364,0.0,0.537,-8.68,1.0,2.0,2.0,0.0,0.33039492,0.1375253,0.15447676,0.37760302
SKU_1034,BigBasket,Ahmedabad,discount,volume_first,urban,47.01,0.93405855,84.019,-0.28655595,-0.15,0.0,0.706,0.03,0.0,0.0,0.0,0.0,0.32671863,0.2310252,0.12066358,0.3215926
SKU_1034,BigBasket,Ahmedabad,standard,balanced,suburban,47.01,0.188,84.019,-0.28655595,-1.0,1.0,0.706,0.03,1.0,1.0,1.0,0.0,0.18459679,0.16288452,0.37994906,0.27256963
SKU_1034,BigBasket,Ahmedabad,premium,margin_first,urban,47.01,0.188,84.019,-0.28655595,-0.15,0.0,0.706,2.0062115,2.0,2.0,0.0,0.0,0.293693,0.13019495,0.19928762,0.3768244
SKU_1034,BigBasket,Ahmedabad,standard,margin_first,rural,47.01,0.188,84.019,-0.28655595,-0.15,0.0,0.706,0.03,1.0,2.0,2.0,0.0,0.35310492,0.1565324,0.1711443,0.31921837
SKU_1002,BigBasket,Delhi,discount,volume_first,urban,21.23,0.9770071,37.336,-0.41372737,-0.418,0.0,0.812,-2.16,0.0,0.0,0.0,0.0,0.29736775,0.21116826,0.107437916,0.38402608
SKU_1002,BigBasket,Delhi,standard,balanced,suburban,21.23,0.136,37.336,-0.41372737,1.0,1.0,0.812,-2.16,1.0,1.0,1.0,0.0,0.15399161,0.15076935,0.3363392,0.3588998
SKU_1002,BigBasket,Delhi,premium,margin_first,urban,21.23,0.136,37.336,-0.41372737,-0.418,0.0,0.812,2.90522,2.0,2.0,0.0,0.0,0.2791471,0.13540696,0.19634542,0.38910052
SKU_1002,BigBasket,Delhi,standard,margin_first,rural,21.23,0.136,37.336,-0.41372737,-0.418,0.0,0.812,-2.16,1.0,2.0,2.0,0.0,0.2957376,0.14345457,0.14858198,0.41222587
SKU_1020,More Retail,Delhi,discount,volume_first,urban,27.92,0.87287116,48.581,-0.21711619,-0.118,0.0,0.608,0.0,0.0,0.0,0.0,0.0,0.32618406,0.23472717,0.124401845,0.3146869
SKU_1020,More Retail,Delhi,standard,balanced,suburban,27.92,0.234,48.581,-0.21711619,-1.0,1.0,0.608,0.0,1.0,1.0,1.0,0.0,0.19685511,0.16115643,0.38552523,0.25646323
SKU_1020,More Retail,Delhi,premium,margin_first,urban,27.92,0.234,48.581,-0.21711619,-0.118,0.0,0.608,-2.7052464,2.0,2.0,0.0,0.0,0.30639195,0.12771322,0.20161155,0.36428326
SKU_1020,More Retail,Delhi,standard,margin_first,rural,27.92,0.234,48.581,-0.21711619,-0.118,0.0,0.608,0.0,1.0,2.0,2.0,0.0,0.3704009,0.15439403,0.1740933,0.30111176
SKU_1091,Star Bazaar,Chennai,discount,volume_first,urban,167.39,0.9810252,256.113,-0.16451365,0.002,0.001,0.695,2.1,0.0,0.0,0.0,0.0,0.30563828,0.2056156,0.11031226,0.37843385
SKU_1091,Star Bazaar,Chennai,standard,balanced,suburban,167.39,0.283,256.113,-0.16451365,-1.0,1.0,0.695,2.1,1.0,1.0,1.0,0.0,0.18141879,0.13848814,0.3378376,0.34225547
SKU_1091,Star Bazaar,Chennai,premium,margin_first,urban,167.39,0.283,256.113,-0.16451365,0.002,0.001,0.695,1.5803413,2.0,2.0,0.0,0.0,0.30945447,0.12199588,0.1974072,0.37114245
SKU_1091,Star Bazaar,Chennai,standard,margin_first,rural,167.39,0.283,256.113,-0.16451365,0.002,0.001,0.695,2.1,1.0,2.0,2.0,0.0,0.3279376,0.12928247,0.1494698,0.39331013
SKU_1032,JioMart,Delhi,discount,volume_first,urban,32.56,0.9111186,49.01,-0.24850054,0.018,0.01,0.842,1.46,0.0,0.0,0.0,0.0,0.29096895,0.20656058,0.10983793,0.39263254
SKU_1032,JioMart,Delhi,standard,balanced,suburban,32.56,0.254,49.01,-0.24850054,-1.0,1.0,0.842,1.46,1.0,1.0,1.0,0.0,0.17234978,0.13977677,0.3305617,0.35731176
SKU_1032,JioMart,Delhi,premium,margin_first,urban,32.56,0.254,49.01,-0.24850054,0.018,0.01,0.842,-1.640914,2.0,2.0,0.0,0.0,0.2962861,0.1236221,0.19380377,0.38628802
SKU_1032,JioMart,Delhi,standard,margin_first,rural,32.56,0.254,49.01,-0.24850054,0.018,0.01,0.842,1.46,1.0,2.0,2.0,0.0,0.31352356,0.13081424,0.14690053,0.40876165
SKU_1029,DMart,Chennai,discount,volume_first,urban,35.77,0.9751517,62.348,-0.25678614,-0.608,1.0,0.53,1.13,0.0,0.0,0.0,0.0,0.28268588,0.19451326,0.2044587,0.31834218
SKU_1029,DMart,Chennai,standard,balanced,suburban,35.77,0.254,62.348,-0.25678614,1.0,1.0,0.53,1.13,1.0,1.0,1.0,0.0,0.18387713,0.14957507,0.3526708,0.31387702
SKU_1029,DMart,Chennai,premium,margin_first,urban,35.77,0.254,62.348,-0.25678614,-0.608,1.0,0.53,2.5388486,2.0,2.0,0.0,0.0,0.27305728,0.11434995,0.30401626,0.30857652
SKU_1029,DMart,Chennai,standard,margin_first,rural,35.77,0.254,62.348,-0.25678614,-0.608,1.0,0.53,1.13,1.0,2.0,2.0,0.0,0.2923912,0.122446544,0.27128524,0.31387702
SKU_1015,Star Bazaar,Mumbai,discount,volume_first,urban,107.15,0.9828735,220.753,-0.378666,-0.358,0.0,0.412,9.92,0.0,0.0,0.0,0.0,0.3146744,0.2212073,0.11335441,0.35076386
SKU_1015,Star Bazaar,Mumbai,standard,balanced,suburban,107.15,0.242,220.753,-0.378666,-1.0,1.0,0.412,9.92,1.0,1.0,1.0,0.0,0.18129458,0.15592666,0.3520809,0.31069785
SKU_1015,Star Bazaar,Mumbai,premium,margin_first,urban,107.15,0.242,220.753,-0.378666,-0.358,0.0,0.412,-2.7415085,2.0,2.0,0.0,0.0,0.31524026,0.14023776,0.20634766,0.3381743
SKU_1015,Star Bazaar,Mumbai,standard,margin_first,rural,107.15,0.242,220.753,-0.378666,-0.358,0.0,0.412,9.92,1.0,2.0,2.0,0.0,0.33499008,0.14902367,0.15662526,0.359361
SKU_1021,BigBasket,Delhi,discount,volume_first,urban,38.43,0.8646323,70.148,-0.22878815,-0.124,0.0,0.524,-0.73,0.0,0.0,0.0,0.0,0.31193063,0.22601987,0.119491436,0.34255806
SKU_1021,BigBasket,Delhi,standard,balanced,suburban,38.43,0.188,70.148,-0.22878815,-1.0,1.0,0.524,-0.73,1.0,1.0,1.0,0.0,0.1799042,0.15545295,0.37029046,0.2943524
SKU_1021,BigBasket,Delhi,premium,margin_first,urban,38.43,0.188,70.148,-0.22878815,-0.124,0.0,0.524,-2.487386,2.0,2.0,0.0,0.0,0.3041491,0.13142379,0.20638268,0.35804445
SKU_1021,BigBasket,Delhi,standard,margin_first,rural,38.43,0.188,70.148,-0.22878815,-0.124,0.0,0.524,-0.73,1.0,2.0,2.0,0.0,0.34263802,0.14805497,0.16607116,0.34323585
SKU_1018,JioMart,Pune,discount,volume_first,urban,42.78,0.9509853,74.724,-0.2729448,-0.652,0.0,0.63,-1.08,0.0,0.0,0.0,0.0,0.30882037,0.21585907,0.11306389,0.36225668
SKU_1018,JioMart,Pune,standard,balanced,suburban,42.78,0.122,74.724,-0.2729448,-1.0,1.0,0.63,-1.08,1.0,1.0,1.0,0.0,0.16073635,0.1522764,0.3569478,0.33003944
SKU_1018,JioMart,Pune,premium,margin_first,urban,42.78,0.122,74.724,-0.2729448,-0.652,0.0,0.63,-1.8933532,2.0,2.0,0.0,0.0,0.2882982,0.13299896,0.20479879,0.37390408
SKU_1018,JioMart,Pune,standard,margin_first,rural,42.78,0.122,74.724,-0.2729448,-0.652,0.0,0.63,-1.08,1.0,2.0,2.0,0.0,0.313623,0.14468192,0.15913486,0.38256022
SKU_1071,Star Bazaar,Kolkata,discount,volume_first,urban,79.71,0.928859,139.555,-0.27252156,-0.193,0.0,0.428,1.63,0.0,0.0,0.0,0.0,0.3095723,0.21884744,0.11463931,0.35694095
SKU_1071,Star Bazaar,Kolkata,standard,balanced,suburban,79.71,0.272,139.555,-0.27252156,-1.0,1.0,0.428,1.63,1.0,1.0,1.0,0.0,0.18650869,0.14979702,0.35118958,0.3125047
SKU_1071,Star Bazaar,Kolkata,premium,margin_first,urban,79.71,0.272,139.555,-0.27252156,-0.193,0.0,0.428,-1.8325443,2.0,2.0,0.0,0.0,0.3205452,0.13361077,0.20577921,0.34006482
SKU_1071,Star Bazaar,Kolkata,standard,margin_first,rural,79.71,0.272,139.555,-0.27252156,-0.193,0.0,0.428,1.63,1.0,2.0,2.0,0.0,0.3405686,0.14195698,0.15616682,0.36130756
SKU_1033,BigBasket,Chennai,discount,volume_first,urban,38.75,0.97917986,69.914,-0.2645523,-0.155,0.0,0.433,3.35,0.0,0.0,0.0,0.0,0.31500295,0.21666233,0.11368451,0.3546502
SKU_1033,BigBasket,Chennai,standard,balanced,suburban,38.75,0.303,69.914,-0.2645523,1.0,1.0,0.433,3.35,1.0,1.0,1.0,0.0,0.19117752,0.1484399,0.34901103,0.31137154
SKU_1033,BigBasket,Chennai,premium,margin_first,urban,38.75,0.303,69.914,-0.2645523,-0.155,0.0,0.433,-1.5344855,2.0,2.0,0.0,0.0,0.3247187,0.13224395,0.20439087,0.33864647
SKU_1033,BigBasket,Chennai,standard,margin_first,rural,38.75,0.303,69.914,-0.2645523,-0.155,0.0,0.433,3.35,1.0,2.0,2.0,0.0,0.34485748,0.1404456,0.15504788,0.35964903
SKU_1056,DMart,Delhi,discount,volume_first,urban,8.64,0.98294044,15.041,-0.059196647,-0.424,0.0,0.868,0.23,0.0,0.0,0.0,0.0,0.32357952,0.21256495,0.116558336,0.34729722
SKU_1056,DMart,Delhi,standard,balanced,suburban,8.64,0.167,15.041,-0.059196647,-1.0,1.0,0.868,0.23,1.0,1.0,1.0,0.0,0.17532843,0.14546926,0.3694715,0.3097308
SKU_1056,DMart,Delhi,premium,margin_first,urban,8.64,0.167,15.041,-0.059196647,-0.424,0.0,0.868,2.9036813,2.0,2.0,0.0,0.0,0.28648788,0.11602613,0.19720869,0.4002773
SKU_1056,DMart,Delhi,standard,margin_first,rural,8.64,0.167,15.041,-0.059196647,-0.424,0.0,0.868,0.23,1.0,2.0,2.0,0.0,0.3368848,0.13643663,0.16564304,0.36103556
SKU_1060,Reliance Retail,Pune,discount,volume_first,urban,39.54,0.9270791,64.74,-0.17923346,-0.292,0.0,0.682,1.74,0.0,0.0,0.0,0.0,0.30016795,0.20824349,0.11125941,0.38032916
SKU_1060,Reliance Retail,Pune,standard,balanced,suburban,39.54,0.047,64.74,-0.17923346,1.0,1.0,0.682,1.74,1.0,1.0,1.0,0.0,0.14489062,0.14569181,0.35345808,0.35595948
SKU_1060,Reliance Retail,Pune,premium,margin_first,urban,39.54,0.047,64.74,-0.17923346,-0.292,0.0,0.682,-2.4542727,2.0,2.0,0.0,0.0,0.27617368,0.12902711,0.20722649,0.38757274
SKU_1060,Reliance Retail,Pune,standard,margin_first,rural,39.54,0.047,64.74,-0.17923346,-0.292,0.0,0.682,1.74,1.0,2.0,2.0,0.0,0.29355434,0.13714726,0.1573343,0.41196412
SKU_1028,Spencer's,Bengaluru,discount,volume_first,urban,28.24,0.93820244,43.082,-0.1993751,-0.367,0.0,0.636,0.74,0.0,0.0,0.0,0.0,0.31550542,0.21856457,0.11627321,0.3496568
SKU_1028,Spencer's,Bengaluru,standard,balanced,suburban,28.24,0.289,43.082,-0.1993751,-1.0,1.0,0.636,0.74,1.0,1.0,1.0,0.0,0.19263394,0.14808238,0.35657713,0.30270657
SKU_1028,Spencer's,Bengaluru,premium,margin_first,urban,28.24,0.289,43.082,-0.1993751,-0.367,0.0,0.636,1.6749008,2.0,2.0,0.0,0.0,0.31281793,0.12483062,0.1986506,0.36370087
SKU_1028,Spencer's,Bengaluru,standard,margin_first,rural,28.24,0.289,43.082,-0.1993751,-0.367,0.0,0.636,0.74,1.0,2.0,2.0,0.0,0.3504065,0.13983041,0.15894334,0.35081974
SKU_1021,More Retail,Bengaluru,discount,volume_first,urban,38.43,0.97898364,70.148,-0.22878815,-0.615,1.0,0.44,-1.61,0.0,0.0,0.0,0.0,0.28299806,0.19320709,0.20428817,0.31950668
SKU_1021,More Retail,Bengaluru,standard,balanced,suburban,38.43,0.188,70.148,-0.22878815,-1.0,1.0,0.44,-1.61,1.0,1.0,1.0,0.0,0.1734518,0.14987752,0.3570097,0.319661
SKU_1021,More Retail,Bengaluru,premium,margin_first,urban,38.43,0.188,70.148,-0.22878815,-0.615,1.0,0.44,2.632264,2.0,2.0,0.0,0.0,0.26855087,0.11604169,0.31238955,0.30301785
SKU_1021,More Retail,Bengaluru,standard,margin_first,rural,38.43,0.188,70.148,-0.22878815,-0.615,1.0,0.44,-1.61,1.0,2.0,2.0,0.0,0.28330094,0.12241523,0.27462286,0.319661
SKU_1026,More Retail,Mumbai,discount,volume_first,urban,22.24,0.93763745,37.31,-0.2183531,-0.35,0.0,0.892,2.48,0.0,0.0,0.0,0.0,0.29261765,0.20358716,0.10786982,0.39592537
SKU_1026,More Retail,Mumbai,standard,balanced,suburban,22.24,0.141,37.31,-0.2183531,-1.0,1.0,0.892,2.48,1.0,1.0,1.0,0.0,0.1544008,0.14020908,0.33526146,0.37012866
SKU_1026,More Retail,Mumbai,premium,margin_first,urban,22.24,0.141,37.31,-0.2183531,-0.35,0.0,0.892,1.8260667,2.0,2.0,0.0,0.0,0.2791559,0.1240145,0.1956635,0.40116608
SKU_1026,More Retail,Mumbai,standard,margin_first,rural,22.24,0.141,37.31,-0.2183531,-0.35,0.0,0.892,2.48,1.0,2.0,2.0,0.0,0.2956859,0.13135791,0.14803539,0.4249208
SKU_1004,Star Bazaar,Mumbai,discount,volume_first,urban,22.26,0.91786605,41.77663,-0.34536892,-0.304,0.0,0.836,1.25,0.0,0.0,0.0,0.0,0.29260105,0.21121094,0.10897567,0.38721237
SKU_1004,Star Bazaar,Mumbai,standard,balanced,suburban,22.26,0.161,41.77663,-0.34536892,-1.0,1.0,0.836,1.25,1.0,1.0,1.0,0.0,0.15879747,0.14749058,0.3369295,0.35678244
SKU_1004,Star Bazaar,Mumbai,premium,margin_first,urban,22.26,0.161,41.77663,-0.34536892,-0.304,0.0,0.836,-2.6468475,2.0,2.0,0.0,0.0,0.28261077,0.13090283,0.19534664,0.39113978
SKU_1004,Star Bazaar,Mumbai,standard,margin_first,rural,22.26,0.161,41.77663,-0.34536892,-0.304,0.0,0.836,1.25,1.0,2.0,2.0,0.0,0.30154476,0.13967289,0.14888158,0.40990078
SKU_1036,Spencer's,Delhi,discount,volume_first,urban,13.96,0.9626417,21.71,-0.1677524,-0.559,0.0,0.876,0.17,0.0,0.0,0.0,0.0,0.3206931,0.21791562,0.11671336,0.3446779
SKU_1036,Spencer's,Delhi,standard,balanced,suburban,13.96,0.192,21.71,-0.1677524,-1.0,1.0,0.876,0.17,1.0,1.0,1.0,0.0,0.17897896,0.15052699,0.3667602,0.30373386
SKU_1036,Spencer's,Delhi,premium,margin_first,urban,13.96,0.192,21.71,-0.1677524,-0.559,0.0,0.876,-2.962705,2.0,2.0,0.0,0.0,0.28784904,0.120646834,0.19479342,0.39671072
SKU_1036,Spencer's,Delhi,standard,margin_first,rural,13.96,0.192,21.71,-0.1677524,-0.559,0.0,0.876,0.17,1.0,2.0,2.0,0.0,0.33975458,0.14240213,0.16422786,0.35361543
SKU_1071,DMart,Mumbai,discount,volume_first,urban,79.71,0.9077831,139.555,-0.27252156,-0.207,0.0,0.804,4.38,0.0,0.0,0.0,0.0,0.29207027,0.20875563,0.1093529,0.3898212
SKU_1071,DMart,Mumbai,standard,balanced,suburban,79.71,0.272,139.555,-0.27252156,1.0,1.0,0.804,4.38,1.0,1.0,1.0,0.0,0.17579488,0.1411921,0.33101586,0.35199717
SKU_1071,DMart,Mumbai,premium,margin_first,urban,79.71,0.272,139.555,-0.27252156,-0.207,0.0,0.804,2.879834,2.0,2.0,0.0,0.0,0.3006089,0.12530085,0.19298078,0.38110948
SKU_1071,DMart,Mumbai,standard,margin_first,rural,79.71,0.272,139.555,-0.27252156,-0.207,0.0,0.804,4.38,1.0,2.0,2.0,0.0,0.3181509,0.13261276,0.14588726,0.40334907
SKU_1011,Blinkit,Kolkata,discount,volume_first,urban,59.26,0.95755374,110.162,-0.27622643,0.033,0.006,0.452,-2.58,0.0,0.0,0.0,0.0,0.31144792,0.21711437,0.11432512,0.3571126
SKU_1011,Blinkit,Kolkata,standard,balanced,suburban,59.26,0.068,110.162,-0.27622643,-1.0,1.0,0.452,-2.58,1.0,1.0,1.0,0.0,0.15321574,0.15535486,0.3637335,0.3276959
SKU_1011,Blinkit,Kolkata,premium,margin_first,urban,59.26,0.068,110.162,-0.27622643,0.033,0.006,0.452,2.433673,2.0,2.0,0.0,0.0,0.28916293,0.13891944,0.21452251,0.3573951
SKU_1011,Blinkit,Kolkata,standard,margin_first,rural,59.26,0.068,110.162,-0.27622643,0.033,0.006,0.452,-2.58,1.0,2.0,2.0,0.0,0.30795777,0.14794885,0.16346851,0.3806249
SKU_1061,DMart,Bengaluru,discount,volume_first,urban,60.57,0.9438769,92.521,-0.20819339,-0.032,0.0,0.432,0.4,0.0,0.0,0.0,0.0,0.33338144,0.230706,0.1225024,0.31341016
SKU_1061,DMart,Bengaluru,standard,balanced,suburban,60.57,0.087,92.521,-0.20819339,1.0,1.0,0.432,0.4,1.0,1.0,1.0,0.0,0.1709155,0.16504626,0.3961315,0.26790676
SKU_1061,DMart,Bengaluru,premium,margin_first,urban,60.57,0.087,92.521,-0.20819339,-0.032,0.0,0.432,1.9243351,2.0,2.0,0.0,0.0,0.29459748,0.13539977,0.21460947,0.3553933
SKU_1061,DMart,Bengaluru,standard,margin_first,rural,60.57,0.087,92.521,-0.20819339,-0.032,0.0,0.432,0.4,1.0,2.0,2.0,0.0,0.34543145,0.15876354,0.17974369,0.31606132
SKU_1001,Star Bazaar,Delhi,discount,volume_first,urban,16.49,0.9884652,30.849,-0.4971103,-0.432,0.804,0.844,1.29,0.0,0.0,0.0,0.0,0.27363765,0.19647565,0.17732352,0.3525632
SKU_1001,Star Bazaar,Delhi,standard,balanced,suburban,16.49,0.156,30.849,-0.4971103,-1.0,1.0,0.844,1.29,1.0,1.0,1.0,0.0,0.15612417,0.15361832,0.3331606,0.3570969
SKU_1001,Star Bazaar,Delhi,premium,margin_first,urban,16.49,0.156,30.849,-0.4971103,-0.432,0.804,0.844,-1.5220716,2.0,2.0,0.0,0.0,0.2512309,0.124326445,0.27433258,0.3501101
SKU_1001,Star Bazaar,Delhi,standard,margin_first,rural,16.49,0.156,30.849,-0.4971103,-0.432,0.804,0.844,1.29,1.0,2.0,2.0,0.0,0.26529816,0.1312879,0.23711745,0.3662965
SKU_1014,Blinkit,Bengaluru,discount,volume_first,urban,102.58,0.88044465,177.19,-0.25725058,-0.654,1.0,0.828,5.61,0.0,0.0,0.0,0.0,0.25990626,0.18786427,0.19745046,0.354779
