product_id,product_name,brand,supplier_id,supplier_location,supplier_price,freight_cost,warehouse_cost,gst_tax,lead_time_days,supplier_reliability,minimum_order_quantity
SKU_1055,Kurkure Green Chutney 90g Family,Kurkure,SUP_616,Bengaluru,17.56,3.18,7.88,1.5,6,0.95,50
SKU_1055,Kurkure Green Chutney 90g Family,Kurkure,SUP_482,Pune,16.61,3.55,9.88,1.5,10,0.98,100
SKU_1055,Kurkure Green Chutney 90g Family,Kurkure,SUP_612,Mumbai,16.77,10.15,1.41,1.5,4,0.92,500
SKU_1056,Maggi 70g Mini,Nestle,SUP_435,Hyderabad,6.44,10.25,3.87,0.49,8,0.99,200
SKU_1056,Maggi 70g Mini,Nestle,SUP_621,Hyderabad,6.43,10.12,5.41,0.49,11,0.82,50
SKU_1056,Maggi 70g Mini,Nestle,SUP_526,Hyderabad,6.24,12.78,3.77,0.49,12,0.76,500
SKU_1057,Maggi 70g Regular,Nestle,SUP_691,Delhi,8.76,14.42,7.49,0.7,11,0.87,500
SKU_1057,Maggi 70g Regular,Nestle,SUP_132,Hyderabad,8.08,12.89,9.53,0.7,3,0.8,500
SKU_1057,Maggi 70g Regular,Nestle,SUP_807,Delhi,8.26,4.42,4.69,0.7,11,0.97,50
SKU_1057,Maggi 70g Regular,Nestle,SUP_674,Kolkata,8.68,10.3,9.98,0.7,9,0.88,200
SKU_1057,Maggi 70g Regular,Nestle,SUP_645,Kolkata,8.95,9.35,5.92,0.7,12,0.94,200
SKU_1058,Maggi 70g Value,Nestle,SUP_405,Delhi,11.8,6.46,9.47,0.84,6,0.94,100
SKU_1058,Maggi 70g Value,Nestle,SUP_591,Kolkata,11.42,9.82,6.04,0.84,6,0.82,500
SKU_1058,Maggi 70g Value,Nestle,SUP_453,Pune,11.71,8.31,8.24,0.84,6,0.76,50
SKU_1059,Maggi 70g Family,Nestle,SUP_319,Delhi,13.24,13.96,8.45,1.05,6,0.97,200
SKU_1059,Maggi 70g Family,Nestle,SUP_700,Delhi,12.38,11.85,3.18,1.05,12,0.97,100
SKU_1059,Maggi 70g Family,Nestle,SUP_523,Kolkata,13.21,2.84,7.46,1.05,3,0.91,100
SKU_1059,Maggi 70g Family,Nestle,SUP_261,Bengaluru,12.16,10.81,6.88,1.05,9,0.86,100
SKU_1060,Maggi Family Pack 280g Mini,Nestle,SUP_887,Mumbai,28.26,12.33,6.87,2.1,5,0.88,50
SKU_1060,Maggi Family Pack 280g Mini,Nestle,SUP_957,Delhi,30.46,4.8,9.41,2.1,2,0.99,500
SKU_1060,Maggi Family Pack 280g Mini,Nestle,SUP_866,Pune,29.99,4.98,9.33,2.1,2,0.75,50
SKU_1060,Maggi Family Pack 280g Mini,Nestle,SUP_565,Chennai,30.51,7.36,5.89,2.1,9,0.96,100
SKU_1061,Maggi Family Pack 280g Regular,Nestle,SUP_438,Delhi,41.08,14.94,7.58,3.0,12,0.81,100
SKU_1061,Maggi Family Pack 280g Regular,Nestle,SUP_402,Hyderabad,39.67,7.39,7.07,3.0,5,0.79,500
SKU_1061,Maggi Family Pack 280g Regular,Nestle,SUP_188,Bengaluru,44.08,10.24,7.02,3.0,4,0.99,500
SKU_1061,Maggi Family Pack 280g Regular,Nestle,SUP_367,Bengaluru,41.35,5.97,3.12,3.0,6,0.98,200
SKU_1062,Maggi Family Pack 280g Value,Nestle,SUP_809,Delhi,44.46,12.46,1.56,3.6,3,0.86,100
SKU_1062,Maggi Family Pack 280g Value,Nestle,SUP_820,Pune,46.86,10.04,3.8,3.6,3,0.9,200
SKU_1062,Maggi Family Pack 280g Value,Nestle,SUP_236,Bengaluru,46.63,5.53,2.38,3.6,11,0.84,500
SKU_1062,Maggi Family Pack 280g Value,Nestle,SUP_945,Delhi,48.99,14.83,7.86,3.6,12,0.93,50
SKU_1062,Maggi Family Pack 280g Value,Nestle,SUP_470,Mumbai,47.59,10.45,9.26,3.6,3,0.76,100
SKU_1063,Maggi Family Pack 280g Family,Nestle,SUP_552,Mumbai,56.6,15.67,7.12,4.5,11,0.87,500
SKU_1063,Maggi Family Pack 280g Family,Nestle,SUP_625,Bengaluru,61.47,9.25,5.11,4.5,2,0.88,200
SKU_1063,Maggi Family Pack 280g Family,Nestle,SUP_936,Mumbai,60.83,8.34,7.71,4.5,11,0.77,500
SKU_1064,Amul Milk 500ml Mini,Amul,SUP_170,Bengaluru,13.04,2.96,1.29,1.05,8,0.79,100
SKU_1064,Amul Milk 500ml Mini,Amul,SUP_761,Bengaluru,13.41,17.65,4.37,1.05,8,0.86,500
SKU_1064,Amul Milk 500ml Mini,Amul,SUP_777,Pune,12.77,12.92,5.85,1.05,12,0.96,50
SKU_1065,Amul Milk 500ml Regular,Amul,SUP_328,Pune,17.43,4.04,1.03,1.5,2,0.98,500
SKU_1065,Amul Milk 500ml Regular,Amul,SUP_644,Bengaluru,18.06,10.71,8.41,1.5,5,0.86,100
SKU_1065,Amul Milk 500ml Regular,Amul,SUP_842,Pune,17.16,17.0,2.02,1.5,12,0.85,50
SKU_1065,Amul Milk 500ml Regular,Amul,SUP_708,Mumbai,17.08,3.08,5.02,1.5,12,0.92,50
SKU_1065,Amul Milk 500ml Regular,Amul,SUP_549,Delhi,17.09,2.71,5.86,1.5,2,0.78,200
SKU_1066,Amul Milk 500ml Value,Amul,SUP_891,Chennai,21.76,11.24,8.37,1.8,5,0.82,100
SKU_1066,Amul Milk 500ml Value,Amul,SUP_523,Kolkata,22.89,10.34,3.48,1.8,10,0.98,100
SKU_1066,Amul Milk 500ml Value,Amul,SUP_607,Mumbai,21.9,8.84,9.75,1.8,12,0.91,200
SKU_1066,Amul Milk 500ml Value,Amul,SUP_407,Bengaluru,22.09,8.53,2.65,1.8,10,0.86,100
SKU_1066,Amul Milk 500ml Value,Amul,SUP_925,Bengaluru,21.0,13.32,9.23,1.8,10,0.85,500
SKU_1067,Amul Milk 500ml Family,Amul,SUP_438,Chennai,29.03,6.08,1.71,2.25,9,0.95,50
SKU_1067,Amul Milk 500ml Family,Amul,SUP_152,Kolkata,29.58,15.27,4.39,2.25,11,0.89,50
SKU_1067,Amul Milk 500ml Family,Amul,SUP_841,Chennai,28.27,14.19,6.03,2.25,9,0.8,200
SKU_1068,Amul Milk 1L Mini,Amul,SUP_859,Mumbai,24.7,5.04,7.72,2.1,9,0.97,100
SKU_1068,Amul Milk 1L Mini,Amul,SUP_429,Pune,25.3,5.83,3.55,2.1,9,0.88,200
SKU_1068,Amul Milk 1L Mini,Amul,SUP_609,Bengaluru,25.01,7.75,1.89,2.1,9,0.93,200
SKU_1069,Amul Milk 1L Regular,Amul,SUP_984,Delhi,41.93,2.73,7.67,3.0,2,0.81,500
SKU_1069,Amul Milk 1L Regular,Amul,SUP_335,Bengaluru,41.83,5.14,6.13,3.0,5,0.87,200
SKU_1069,Amul Milk 1L Regular,Amul,SUP_840,Chennai,41.63,15.15,7.66,3.0,9,0.79,200
SKU_1069,Amul Milk 1L Regular,Amul,SUP_600,Delhi,41.14,13.53,9.25,3.0,10,0.99,50
SKU_1070,Amul Milk 1L Value,Amul,SUP_882,Mumbai,49.37,12.69,4.71,3.6,12,0.81,100
SKU_1070,Amul Milk 1L Value,Amul,SUP_482,Mumbai,43.77,10.09,6.56,3.6,12,0.97,500
SKU_1070,Amul Milk 1L Value,Amul,SUP_644,Hyderabad,47.66,2.25,4.7,3.6,2,0.88,200
SKU_1071,Amul Milk 1L Family,Amul,SUP_790,Bengaluru,54.94,15.01,8.26,4.5,4,0.78,50
SKU_1071,Amul Milk 1L Family,Amul,SUP_734,Hyderabad,58.75,5.86,3.27,4.5,7,0.81,500
SKU_1071,Amul Milk 1L Family,Amul,SUP_570,Hyderabad,55.4,17.35,3.19,4.5,5,0.82,50
SKU_1071,Amul Milk 1L Family,Amul,SUP_877,Mumbai,59.72,15.73,1.84,4.5,8,0.84,500
SKU_1072,Amul Butter 100g Mini,Amul,SUP_965,Bengaluru,23.66,3.32,6.8,2.03,7,0.89,50
SKU_1072,Amul Butter 100g Mini,Amul,SUP_335,Delhi,24.22,16.71,9.11,2.03,11,0.86,50
SKU_1072,Amul Butter 100g Mini,Amul,SUP_387,Hyderabad,24.31,12.95,6.07,2.03,2,0.79,200
SKU_1073,Amul Butter 100g Regular,Amul,SUP_829,Pune,32.9,14.04,4.58,2.9,3,0.82,100
SKU_1073,Amul Butter 100g Regular,Amul,SUP_793,Hyderabad,32.81,15.59,3.99,2.9,4,0.94,50
SKU_1073,Amul Butter 100g Regular,Amul,SUP_154,Mumbai,32.54,17.59,4.93,2.9,3,0.83,500
SKU_1074,Amul Butter 100g Value,Amul,SUP_561,Bengaluru,47.45,6.37,3.05,3.48,10,0.98,500
SKU_1074,Amul Butter 100g Value,Amul,SUP_489,Mumbai,48.46,11.37,7.95,3.48,6,0.94,50
SKU_1074,Amul Butter 100g Value,Amul,SUP_828,Pune,47.79,4.47,6.71,3.48,8,0.83,50
SKU_1074,Amul Butter 100g Value,Amul,SUP_555,Kolkata,47.85,17.09,7.85,3.48,3,0.78,100
SKU_1075,Amul Butter 100g Family,Amul,SUP_126,Mumbai,55.42,8.53,4.19,4.35,3,0.89,200
SKU_1075,Amul Butter 100g Family,Amul,SUP_523,Bengaluru,57.6,2.2,8.01,4.35,10,0.97,100
SKU_1075,Amul Butter 100g Family,Amul,SUP_489,Delhi,55.54,4.71,2.25,4.35,6,0.81,100
SKU_1075,Amul Butter 100g Family,Amul,SUP_531,Kolkata,51.96,8.95,5.36,4.35,3,0.84,100
SKU_1075,Amul Butter 100g Family,Amul,SUP_731,Delhi,56.59,9.93,5.12,4.35,4,0.82,500
SKU_1076,Amul Cheese Cubes 200g Mini,Amul,SUP_550,Kolkata,57.28,15.8,4.88,4.73,12,0.98,100
SKU_1076,Amul Cheese Cubes 200g Mini,Amul,SUP_811,Delhi,56.68,11.65,5.31,4.73,4,0.98,200
SKU_1076,Amul Cheese Cubes 200g Mini,Amul,SUP_602,Hyderabad,56.62,13.12,8.04,4.73,7,0.84,500
SKU_1076,Amul Cheese Cubes 200g Mini,Amul,SUP_304,Hyderabad,57.17,16.91,9.98,4.73,4,0.91,50
SKU_1076,Amul Cheese Cubes 200g Mini,Amul,SUP_825,Delhi,61.55,9.39,4.95,4.73,6,0.95,50
SKU_1077,Amul Cheese Cubes 200g Regular,Amul,SUP_410,Delhi,96.53,4.23,3.27,6.75,4,0.92,500
SKU_1077,Amul Cheese Cubes 200g Regular,Amul,SUP_590,Hyderabad,89.29,17.85,4.61,6.75,10,0.97,500
SKU_1077,Amul Cheese Cubes 200g Regular,Amul,SUP_468,Chennai,94.97,14.65,9.06,6.75,10,0.89,50
SKU_1077,Amul Cheese Cubes 200g Regular,Amul,SUP_780,Kolkata,89.72,5.97,2.5,6.75,11,0.76,500
SKU_1078,Amul Cheese Cubes 200g Value,Amul,SUP_110,Mumbai,124.47,8.89,3.33,8.1,10,0.93,100
SKU_1078,Amul Cheese Cubes 200g Value,Amul,SUP_890,Chennai,116.65,8.26,6.3,8.1,10,0.79,50
SKU_1078,Amul Cheese Cubes 200g Value,Amul,SUP_187,Mumbai,117.2,6.73,8.48,8.1,4,0.83,200
SKU_1078,Amul Cheese Cubes 200g Value,Amul,SUP_594,Kolkata,116.79,5.31,5.29,8.1,9,0.92,500
SKU_1079,Amul Cheese Cubes 200g Family,Amul,SUP_123,Pune,116.95,13.37,4.09,10.12,3,0.91,100
SKU_1079,Amul Cheese Cubes 200g Family,Amul,SUP_628,Delhi,131.03,13.85,5.97,10.12,7,0.88,500
SKU_1079,Amul Cheese Cubes 200g Family,Amul,SUP_288,Delhi,119.92,8.48,6.76,10.12,8,0.84,100
SKU_1079,Amul Cheese Cubes 200g Family,Amul,SUP_104,Chennai,123.39,8.87,2.93,10.12,6,0.93,50
SKU_1080,Dove Soap 100g Mini,Dove,SUP_568,Mumbai,24.31,7.22,3.36,1.93,9,0.88,200
SKU_1080,Dove Soap 100g Mini,Dove,SUP_701,Mumbai,25.64,11.78,4.13,1.93,9,0.9,200
SKU_1080,Dove Soap 100g Mini,Dove,SUP_788,Delhi,26.69,11.44,3.82,1.93,5,0.82,100
SKU_1080,Dove Soap 100g Mini,Dove,SUP_497,Bengaluru,24.92,4.26,6.37,1.93,11,0.84,100
SKU_1080,Dove Soap 100g Mini,Dove,SUP_760,Delhi,25.28,10.6,5.99,1.93,9,0.82,100
SKU_1081,Dove Soap 100g Regular,Dove,SUP_109,Bengaluru,34.2,15.85,2.23,2.75,8,0.98,500
SKU_1081,Dove Soap 100g Regular,Dove,SUP_827,Pune,33.3,9.87,4.99,2.75,4,0.77,50
SKU_1081,Dove Soap 100g Regular,Dove,SUP_133,Kolkata,34.97,5.53,3.02,2.75,6,0.79,500
SKU_1081,Dove Soap 100g Regular,Dove,SUP_607,Hyderabad,33.97,14.36,5.6,2.75,11,0.78,200
SKU_1082,Dove Soap 100g Value,Dove,SUP_323,Bengaluru,44.45,9.06,1.92,3.3,12,0.93,200
SKU_1082,Dove Soap 100g Value,Dove,SUP_369,Kolkata,45.08,2.52,8.76,3.3,3,0.86,50
SKU_1082,Dove Soap 100g Value,Dove,SUP_930,Chennai,44.54,5.79,6.29,3.3,7,0.96,500
SKU_1083,Dove Soap 100g Family,Dove,SUP_924,Mumbai,50.18,15.02,6.13,4.12,10,0.82,100
SKU_1083,Dove Soap 100g Family,Dove,SUP_396,Hyderabad,47.32,13.26,3.41,4.12,10,0.99,50
SKU_1083,Dove Soap 100g Family,Dove,SUP_521,Mumbai,46.16,14.0,9.93,4.12,12,0.78,100
SKU_1084,Dove Shampoo 340ml Mini,Dove,SUP_963,Chennai,119.29,5.96,4.53,10.15,4,0.89,200
SKU_1084,Dove Shampoo 340ml Mini,Dove,SUP_177,Chennai,124.07,8.0,8.15,10.15,3,0.85,200
SKU_1084,Dove Shampoo 340ml Mini,Dove,SUP_565,Bengaluru,125.11,16.04,3.95,10.15,2,0.96,50
SKU_1084,Dove Shampoo 340ml Mini,Dove,SUP_780,Chennai,125.68,9.34,4.22,10.15,3,0.94,500
SKU_1084,Dove Shampoo 340ml Mini,Dove,SUP_316,Bengaluru,117.66,8.87,3.42,10.15,6,0.83,100
SKU_1085,Dove Shampoo 340ml Regular,Dove,SUP_880,Mumbai,197.25,16.31,1.41,14.5,12,0.94,500
SKU_1085,Dove Shampoo 340ml Regular,Dove,SUP_261,Bengaluru,178.44,16.87,5.11,14.5,8,0.8,100
SKU_1085,Dove Shampoo 340ml Regular,Dove,SUP_995,Kolkata,199.53,6.83,1.84,14.5,7,0.81,200
SKU_1085,Dove Shampoo 340ml Regular,Dove,SUP_153,Bengaluru,194.23,12.38,6.63,14.5,5,0.85,50
SKU_1086,Dove Shampoo 340ml Value,Dove,SUP_707,Delhi,227.84,3.25,5.67,17.4,9,0.75,200
SKU_1086,Dove Shampoo 340ml Value,Dove,SUP_532,Chennai,246.13,17.81,2.19,17.4,3,0.8,50
SKU_1086,Dove Shampoo 340ml Value,Dove,SUP_420,Kolkata,243.52,3.64,8.93,17.4,4,0.84,100
SKU_1087,Dove Shampoo 340ml Family,Dove,SUP_108,Hyderabad,277.68,10.49,6.85,21.75,9,0.83,100
SKU_1087,Dove Shampoo 340ml Family,Dove,SUP_521,Hyderabad,295.77,4.42,7.18,21.75,5,0.77,50
SKU_1087,Dove Shampoo 340ml Family,Dove,SUP_847,Bengaluru,277.58,3.97,4.16,21.75,8,0.83,100
SKU_1087,Dove Shampoo 340ml Family,Dove,SUP_354,Hyderabad,281.59,12.31,6.41,21.75,11,0.82,50
SKU_1087,Dove Shampoo 340ml Family,Dove,SUP_408,Delhi,303.96,12.53,5.66,21.75,10,0.8,500
SKU_1088,Colgate Strong Teeth 200g Mini,Colgate,SUP_345,Bengaluru,48.62,14.7,4.47,3.85,5,0.87,50
SKU_1088,Colgate Strong Teeth 200g Mini,Colgate,SUP_469,Kolkata,47.08,17.64,2.19,3.85,11,0.85,100
SKU_1088,Colgate Strong Teeth 200g Mini,Colgate,SUP_888,Mumbai,48.49,17.27,1.15,3.85,3,0.75,100
SKU_1089,Colgate Strong Teeth 200g Regular,Colgate,SUP_393,Chennai,65.74,8.37,7.41,5.5,8,0.85,500
SKU_1089,Colgate Strong Teeth 200g Regular,Colgate,SUP_730,Delhi,58.84,10.59,3.5,5.5,6,0.77,100
SKU_1089,Colgate Strong Teeth 200g Regular,Colgate,SUP_434,Bengaluru,65.94,4.49,6.28,5.5,12,0.91,50
SKU_1090,Colgate Strong Teeth 200g Value,Colgate,SUP_159,Delhi,83.13,15.54,1.78,6.6,8,0.78,50
SKU_1090,Colgate Strong Teeth 200g Value,Colgate,SUP_858,Delhi,78.78,13.87,2.07,6.6,4,0.92,100
SKU_1090,Colgate Strong Teeth 200g Value,Colgate,SUP_629,Pune,80.72,7.55,8.4,6.6,6,0.79,100
SKU_1090,Colgate Strong Teeth 200g Value,Colgate,SUP_850,Mumbai,83.34,15.98,7.94,6.6,2,0.83,500
SKU_1091,Colgate Strong Teeth 200g Family,Colgate,SUP_742,Mumbai,96.82,17.6,5.47,8.25,10,0.84,500
SKU_1091,Colgate Strong Teeth 200g Family,Colgate,SUP_261,Kolkata,104.45,4.67,7.96,8.25,11,0.91,50
SKU_1091,Colgate Strong Teeth 200g Family,Colgate,SUP_145,Pune,96.38,10.14,8.77,8.25,5,0.76,200
SKU_1092,Colgate MaxFresh 150g Mini,Colgate,SUP_136,Hyderabad,39.81,17.37,8.23,3.33,12,0.85,200
SKU_1092,Colgate MaxFresh 150g Mini,Colgate,SUP_427,Kolkata,40.18,16.65,8.43,3.33,11,0.84,50
SKU_1092,Colgate MaxFresh 150g Mini,Colgate,SUP_147,Bengaluru,39.81,14.87,1.62,3.33,9,0.96,200
SKU_1093,Colgate MaxFresh 150g Regular,Colgate,SUP_398,Hyderabad,58.08,7.9,8.06,4.75,11,0.81,200
SKU_1093,Colgate MaxFresh 150g Regular,Colgate,SUP_891,Pune,59.08,9.89,2.76,4.75,10,0.93,100
SKU_1093,Colgate MaxFresh 150g Regular,Colgate,SUP_124,Delhi,55.79,16.92,5.87,4.75,12,0.95,50
SKU_1093,Colgate MaxFresh 150g Regular,Colgate,SUP_773,Bengaluru,61.77,2.02,8.64,4.75,6,0.77,100
SKU_1093,Colgate MaxFresh 150g Regular,Colgate,SUP_245,Chennai,57.8,17.38,3.52,4.75,2,0.97,500
SKU_1094,Colgate MaxFresh 150g Value,Colgate,SUP_694,Mumbai,77.01,13.97,5.55,5.7,12,0.95,50
SKU_1094,Colgate MaxFresh 150g Value,Colgate,SUP_778,Delhi,78.34,3.0,3.13,5.7,6,0.95,500
SKU_1094,Colgate MaxFresh 150g Value,Colgate,SUP_425,Bengaluru,79.42,13.77,3.45,5.7,3,0.98,100
SKU_1094,Colgate MaxFresh 150g Value,Colgate,SUP_259,Mumbai,80.2,11.36,2.48,5.7,9,0.83,50
SKU_1095,Colgate MaxFresh 150g Family,Colgate,SUP_972,Mumbai,92.16,9.41,1.81,7.12,12,0.82,50
SKU_1095,Colgate MaxFresh 150g Family,Colgate,SUP_251,Mumbai,89.34,15.71,7.4,7.12,7,0.85,50
SKU_1095,Colgate MaxFresh 150g Family,Colgate,SUP_278,Mumbai,94.83,6.16,9.57,7.12,9,0.88,100
SKU_1096,Aashirvaad Atta 5kg Mini,Aashirvaad,SUP_112,Mumbai,119.09,4.24,8.47,9.98,5,0.78,500
SKU_1096,Aashirvaad Atta 5kg Mini,Aashirvaad,SUP_760,Mumbai,112.76,12.08,6.24,9.98,6,0.97,50
SKU_1096,Aashirvaad Atta 5kg Mini,Aashirvaad,SUP_761,Bengaluru,107.61,3.03,8.28,9.98,3,0.97,200
SKU_1097,Aashirvaad Atta 5kg Regular,Aashirvaad,SUP_543,Pune,155.62,16.79,7.52,14.25,9,0.76,500
SKU_1097,Aashirvaad Atta 5kg Regular,Aashirvaad,SUP_291,Kolkata,158.21,5.44,3.52,14.25,4,0.76,100
SKU_1097,Aashirvaad Atta 5kg Regular,Aashirvaad,SUP_663,Bengaluru,168.24,9.98,1.55,14.25,6,0.84,500
SKU_1097,Aashirvaad Atta 5kg Regular,Aashirvaad,SUP_638,Delhi,158.77,16.15,6.68,14.25,10,0.94,500
SKU_1098,Aashirvaad Atta 5kg Value,Aashirvaad,SUP_452,Hyderabad,236.45,14.5,5.52,17.1,8,0.81,50
SKU_1098,Aashirvaad Atta 5kg Value,Aashirvaad,SUP_930,Pune,231.56,5.5,3.53,17.1,9,0.88,100
SKU_1098,Aashirvaad Atta 5kg Value,Aashirvaad,SUP_772,Delhi,251.46,3.6,3.4,17.1,2,0.93,100
SKU_1098,Aashirvaad Atta 5kg Value,Aashirvaad,SUP_497,Kolkata,239.36,17.72,9.42,17.1,4,0.79,200
SKU_1099,Aashirvaad Atta 5kg Family,Aashirvaad,SUP_820,Chennai,292.73,11.46,4.17,21.38,11,0.89,100
SKU_1099,Aashirvaad Atta 5kg Family,Aashirvaad,SUP_604,Hyderabad,310.98,14.97,3.78,21.38,9,0.76,50
SKU_1099,Aashirvaad Atta 5kg Family,Aashirvaad,SUP_639,Bengaluru,287.91,5.5,1.01,21.38,11,0.8,100
SKU_1099,Aashirvaad Atta 5kg Family,Aashirvaad,SUP_921,Pune,292.04,4.84,8.81,21.38,2,0.76,100
SKU_1099,Aashirvaad Atta 5kg Family,Aashirvaad,SUP_981,Kolkata,308.6,15.54,9.65,21.38,7,0.92,500
SKU_1100,Aashirvaad Atta 10kg Mini,Aashirvaad,SUP_261,Chennai,242.91,4.18,9.54,18.9,12,0.98,200
SKU_1100,Aashirvaad Atta 10kg Mini,Aashirvaad,SUP_810,Hyderabad,238.84,17.5,8.08,18.9,5,0.91,100
SKU_1100,Aashirvaad Atta 10kg Mini,Aashirvaad,SUP_401,Delhi,245.36,13.74,2.6,18.9,2,0.98,500
SKU_1100,Aashirvaad Atta 10kg Mini,Aashirvaad,SUP_681,Mumbai,260.44,14.33,2.64,18.9,7,0.97,100
SKU_1101,Aashirvaad Atta 10kg Regular,Aashirvaad,SUP_863,Mumbai,381.25,4.25,3.14,27.0,7,0.79,50
SKU_1101,Aashirvaad Atta 10kg Regular,Aashirvaad,SUP_846,Kolkata,375.93,12.72,5.02,27.0,6,0.8,50
SKU_1101,Aashirvaad Atta 10kg Regular,Aashirvaad,SUP_837,Mumbai,354.14,14.59,1.43,27.0,9,0.93,100
SKU_1102,Aashirvaad Atta 10kg Value,Aashirvaad,SUP_484,Mumbai,483.17,7.62,8.46,32.4,11,0.91,100
SKU_1102,Aashirvaad Atta 10kg Value,Aashirvaad,SUP_966,Mumbai,440.75,3.18,3.65,32.4,7,0.81,50
SKU_1102,Aashirvaad Atta 10kg Value,Aashirvaad,SUP_484,Delhi,435.53,4.72,7.59,32.4,10,0.98,50
SKU_1102,Aashirvaad Atta 10kg Value,Aashirvaad,SUP_594,Chennai,451.09,17.76,1.28,32.4,12,0.79,500
SKU_1103,Aashirvaad Atta 10kg Family,Aashirvaad,SUP_519,Chennai,463.88,17.59,5.99,40.5,10,0.81,200
SKU_1103,Aashirvaad Atta 10kg Family,Aashirvaad,SUP_502,Hyderabad,461.84,3.53,5.95,40.5,9,0.79,200
SKU_1103,Aashirvaad Atta 10kg Family,Aashirvaad,SUP_943,Chennai,444.01,3.4,6.63,40.5,9,0.8,50
SKU_1104,Tata Salt 1kg Mini,Tata,SUP_964,Mumbai,12.14,3.31,3.78,1.05,8,0.86,200
SKU_1104,Tata Salt 1kg Mini,Tata,SUP_289,Kolkata,11.82,10.71,8.97,1.05,7,0.79,50
SKU_1104,Tata Salt 1kg Mini,Tata,SUP_331,Pune,12.1,9.44,3.42,1.05,2,0.79,50
SKU_1104,Tata Salt 1kg Mini,Tata,SUP_654,Bengaluru,11.81,7.5,9.74,1.05,11,0.8,50
SKU_1104,Tata Salt 1kg Mini,Tata,SUP_528,Hyderabad,13.02,15.09,7.18,1.05,9,0.89,100
SKU_1105,Tata Salt 1kg Regular,Tata,SUP_135,Hyderabad,18.95,15.66,6.14,1.5,10,0.94,100
SKU_1105,Tata Salt 1kg Regular,Tata,SUP_277,Delhi,18.28,14.12,9.75,1.5,5,0.78,500
SKU_1105,Tata Salt 1kg Regular,Tata,SUP_306,Pune,18.18,12.93,6.65,1.5,11,0.81,50
SKU_1106,Tata Salt 1kg Value,Tata,SUP_382,Hyderabad,20.37,7.22,5.12,1.8,2,0.94,500
SKU_1106,Tata Salt 1kg Value,Tata,SUP_680,Hyderabad,19.61,4.39,6.24,1.8,3,0.97,50
SKU_1106,Tata Salt 1kg Value,Tata,SUP_452,Bengaluru,21.39,15.88,3.38,1.8,12,0.87,500
SKU_1106,Tata Salt 1kg Value,Tata,SUP_247,Hyderabad,19.42,6.41,6.48,1.8,8,0.76,200
SKU_1106,Tata Salt 1kg Value,Tata,SUP_586,Kolkata,21.14,2.79,9.07,1.8,2,0.83,200
SKU_1107,Tata Salt 1kg Family,Tata,SUP_989,Delhi,28.8,12.96,2.21,2.25,9,0.94,200
SKU_1107,Tata Salt 1kg Family,Tata,SUP_761,Mumbai,26.72,8.67,2.69,2.25,5,0.97,500
SKU_1107,Tata Salt 1kg Family,Tata,SUP_988,Kolkata,28.39,14.15,8.39,2.25,10,0.94,50
SKU_1107,Tata Salt 1kg Family,Tata,SUP_238,Pune,26.87,10.11,8.66,2.25,11,0.76,100
SKU_1108,Fortune Sunflower Oil 1L Mini,Fortune,SUP_567,Mumbai,85.46,5.99,9.26,5.78,5,0.82,500
SKU_1108,Fortune Sunflower Oil 1L Mini,Fortune,SUP_226,Chennai,81.97,12.17,1.28,5.78,7,0.87,500
SKU_1108,Fortune Sunflower Oil 1L Mini,Fortune,SUP_700,Hyderabad,78.54,15.93,4.15,5.78,4,0.95,200
SKU_1109,Fortune Sunflower Oil 1L Regular,Fortune,SUP_150,Delhi,107.48,2.44,8.68,8.25,5,0.96,100
SKU_1109,Fortune Sunflower Oil 1L Regular,Fortune,SUP_519,Hyderabad,116.02,6.31,1.18,8.25,12,0.75,100
SKU_1109,Fortune Sunflower Oil 1L Regular,Fortune,SUP_108,Delhi,115.58,11.62,3.27,8.25,6,0.92,200
SKU_1109,Fortune Sunflower Oil 1L Regular,Fortune,SUP_457,Bengaluru,112.33,8.02,3.27,8.25,9,0.82,500
SKU_1109,Fortune Sunflower Oil 1L Regular,Fortune,SUP_778,Pune,114.66,2.12,8.55,8.25,10,0.91,200
