snapshot_timestamp,product_id,product_name,brand,category,retailer_company,store_location,warehouse_location,current_stock,reserved_stock,reorder_point,safety_stock,sales_velocity_per_day,lead_time_days,stock_age_days,inventory_holding_cost,stockout_risk_score,warehouse
2026-06-21 19:57:13,SKU_1024,Pepsi 250ml Mini,Pepsi,Beverages,BigBasket,Kolkata,Pune,1565,103,266,168,68.98,15,10,2824.98,0.39,Pune
2026-06-21 19:57:13,SKU_1024,Pepsi 250ml Mini,Pepsi,Beverages,Blinkit,Pune,Delhi,2412,122,691,322,114.81,3,66,3395.65,0.24,Delhi
2026-06-21 19:57:13,SKU_1024,Pepsi 250ml Mini,Pepsi,Beverages,Blinkit,Delhi,Mumbai,948,179,351,172,53.32,14,43,3741.15,0.48,Mumbai
2026-06-21 19:57:13,SKU_1024,Pepsi 250ml Mini,Pepsi,Beverages,Blinkit,Ahmedabad,Pune,1549,15,430,213,113.16,4,74,3165.56,0.17,Pune
2026-06-21 19:57:13,SKU_1024,Pepsi 250ml Mini,Pepsi,Beverages,DMart,Delhi,Pune,1615,163,274,215,49.1,12,3,4453.29,0.71,Pune
2026-06-21 19:57:13,SKU_1024,Pepsi 250ml Mini,Pepsi,Beverages,DMart,Kolkata,Ahmedabad,6156,133,748,350,183.37,15,53,3203.77,0.77,Ahmedabad
2026-06-21 19:57:13,SKU_1024,Pepsi 250ml Mini,Pepsi,Beverages,Spencer's,Hyderabad,Mumbai,5118,68,930,512,155.55,4,14,574.53,0.52,Mumbai
2026-06-21 19:57:13,SKU_1024,Pepsi 250ml Mini,Pepsi,Beverages,Spencer's,Mumbai,Mumbai,5332,55,1436,847,201.41,11,77,675.66,0.76,Mumbai
2026-06-21 19:57:13,SKU_1024,Pepsi 250ml Mini,Pepsi,Beverages,Spencer's,Chennai,Delhi,1320,164,639,393,118.18,2,115,4719.81,0.66,Delhi
2026-06-21 19:57:13,SKU_1025,Pepsi 250ml Regular,Pepsi,Beverages,More Retail,Pune,Mumbai,1520,82,698,446,102.23,10,53,1660.12,0.05,Mumbai
2026-06-21 19:57:13,SKU_1025,Pepsi 250ml Regular,Pepsi,Beverages,More Retail,Delhi,Kolkata,1371,106,939,621,167.45,13,103,1921.56,0.38,Kolkata
2026-06-21 19:57:13,SKU_1025,Pepsi 250ml Regular,Pepsi,Beverages,More Retail,Hyderabad,Pune,1195,154,199,108,46.73,6,88,2288.54,0.23,Pune
2026-06-21 19:57:13,SKU_1025,Pepsi 250ml Regular,Pepsi,Beverages,More Retail,Chennai,Ahmedabad,2955,74,499,396,128.18,11,45,3983.88,0.41,Ahmedabad
2026-06-21 19:57:13,SKU_1025,Pepsi 250ml Regular,Pepsi,Beverages,More Retail,Kolkata,Bengaluru,1356,124,155,110,43.3,4,13,1465.06,0.41,Bengaluru
2026-06-21 19:57:13,SKU_1025,Pepsi 250ml Regular,Pepsi,Beverages,BigBasket,Kolkata,Pune,5437,32,963,409,179.9,5,48,860.18,0.08,Pune
2026-06-21 19:57:13,SKU_1025,Pepsi 250ml Regular,Pepsi,Beverages,BigBasket,Mumbai,Hyderabad,3243,192,569,446,93.79,2,100,4191.03,0.63,Hyderabad
2026-06-21 19:57:13,SKU_1025,Pepsi 250ml Regular,Pepsi,Beverages,BigBasket,Bengaluru,Hyderabad,1411,59,659,272,104.99,11,66,2821.16,0.26,Hyderabad
2026-06-21 19:57:13,SKU_1025,Pepsi 250ml Regular,Pepsi,Beverages,BigBasket,Ahmedabad,Kolkata,446,50,208,90,49.74,6,100,2297.45,0.65,Kolkata
2026-06-21 19:57:13,SKU_1025,Pepsi 250ml Regular,Pepsi,Beverages,Reliance Retail,Bengaluru,Chennai,3524,98,739,580,127.67,6,29,3228.64,0.23,Chennai
2026-06-21 19:57:13,SKU_1025,Pepsi 250ml Regular,Pepsi,Beverages,Reliance Retail,Hyderabad,Pune,4835,139,885,391,205.59,3,65,1824.13,0.9,Pune
2026-06-21 19:57:13,SKU_1025,Pepsi 250ml Regular,Pepsi,Beverages,Reliance Retail,Kolkata,Hyderabad,6076,187,1325,764,179.6,8,73,2676.33,0.27,Hyderabad
2026-06-21 19:57:13,SKU_1025,Pepsi 250ml Regular,Pepsi,Beverages,Reliance Retail,Chennai,Kolkata,2449,133,542,242,84.63,3,49,3351.48,0.94,Kolkata
2026-06-21 19:57:13,SKU_1025,Pepsi 250ml Regular,Pepsi,Beverages,Reliance Retail,Pune,Chennai,2184,142,704,432,153.77,13,107,1685.07,0.31,Chennai
2026-06-21 19:57:13,SKU_1025,Pepsi 250ml Regular,Pepsi,Beverages,JioMart,Chennai,Delhi,1102,184,465,359,79.34,5,64,3817.01,0.26,Delhi
2026-06-21 19:57:13,SKU_1025,Pepsi 250ml Regular,Pepsi,Beverages,JioMart,Kolkata,Bengaluru,980,168,267,144,64.62,14,14,1039.45,0.12,Bengaluru
2026-06-21 19:57:13,SKU_1025,Pepsi 250ml Regular,Pepsi,Beverages,JioMart,Hyderabad,Kolkata,4493,133,639,350,210.93,7,64,4541.55,0.84,Kolkata
2026-06-21 19:57:13,SKU_1025,Pepsi 250ml Regular,Pepsi,Beverages,JioMart,Mumbai,Hyderabad,2047,111,519,253,132.78,11,17,743.67,0.77,Hyderabad
2026-06-21 19:57:13,SKU_1025,Pepsi 250ml Regular,Pepsi,Beverages,JioMart,Bengaluru,Pune,2555,185,623,442,113.06,9,16,3642.1,0.46,Pune
2026-06-21 19:57:13,SKU_1025,Pepsi 250ml Regular,Pepsi,Beverages,Blinkit,Kolkata,Hyderabad,1378,57,269,166,58.2,5,35,2621.05,0.6,Hyderabad
2026-06-21 19:57:13,SKU_1025,Pepsi 250ml Regular,Pepsi,Beverages,Blinkit,Chennai,Chennai,1932,103,364,269,90.01,6,58,1309.5,0.17,Chennai
2026-06-21 19:57:13,SKU_1025,Pepsi 250ml Regular,Pepsi,Beverages,Spencer's,Mumbai,Bengaluru,4135,47,1309,942,179.84,13,20,2628.44,0.06,Bengaluru
2026-06-21 19:57:13,SKU_1025,Pepsi 250ml Regular,Pepsi,Beverages,Spencer's,Chennai,Chennai,1179,134,757,393,101.41,10,110,3055.26,0.41,Chennai
2026-06-21 19:57:13,SKU_1025,Pepsi 250ml Regular,Pepsi,Beverages,Spencer's,Delhi,Ahmedabad,1506,171,1106,485,156.56,13,43,1668.96,0.37,Ahmedabad
2026-06-21 19:57:13,SKU_1026,Pepsi 250ml Value,Pepsi,Beverages,Spencer's,Delhi,Ahmedabad,2298,30,477,263,87.8,6,60,3342.7,0.18,Ahmedabad
2026-06-21 19:57:13,SKU_1026,Pepsi 250ml Value,Pepsi,Beverages,Spencer's,Pune,Pune,1471,28,231,99,49.35,7,30,1910.67,0.64,Pune
2026-06-21 19:57:13,SKU_1026,Pepsi 250ml Value,Pepsi,Beverages,Spencer's,Ahmedabad,Ahmedabad,3910,102,799,558,160.64,10,58,2362.95,0.22,Ahmedabad
2026-06-21 19:57:13,SKU_1026,Pepsi 250ml Value,Pepsi,Beverages,Reliance Retail,Delhi,Mumbai,933,63,423,197,63.1,3,13,787.07,0.84,Mumbai
2026-06-21 19:57:13,SKU_1026,Pepsi 250ml Value,Pepsi,Beverages,Reliance Retail,Chennai,Mumbai,1110,36,635,320,127.43,4,11,3446.75,0.85,Mumbai
2026-06-21 19:57:13,SKU_1026,Pepsi 250ml Value,Pepsi,Beverages,Blinkit,Bengaluru,Delhi,1208,17,596,246,105.85,7,111,4618.73,0.83,Delhi
2026-06-21 19:57:13,SKU_1026,Pepsi 250ml Value,Pepsi,Beverages,Blinkit,Mumbai,Ahmedabad,3490,44,850,669,110.77,13,70,1296.66,0.59,Ahmedabad
2026-06-21 19:57:13,SKU_1026,Pepsi 250ml Value,Pepsi,Beverages,Blinkit,Chennai,Hyderabad,3633,98,840,497,144.36,5,104,902.99,0.33,Hyderabad
2026-06-21 19:57:13,SKU_1026,Pepsi 250ml Value,Pepsi,Beverages,Blinkit,Delhi,Delhi,1214,98,303,155,99.5,10,2,3594.96,0.49,Delhi
2026-06-21 19:57:13,SKU_1026,Pepsi 250ml Value,Pepsi,Beverages,More Retail,Hyderabad,Pune,4066,111,703,351,178.34,13,95,3406.96,0.8,Pune
2026-06-21 19:57:13,SKU_1026,Pepsi 250ml Value,Pepsi,Beverages,More Retail,Kolkata,Hyderabad,610,82,368,242,60.22,10,104,1709.7,0.22,Hyderabad
2026-06-21 19:57:13,SKU_1026,Pepsi 250ml Value,Pepsi,Beverages,More Retail,Bengaluru,Ahmedabad,339,168,103,59,29.04,13,80,2713.98,0.34,Ahmedabad
2026-06-21 19:57:13,SKU_1026,Pepsi 250ml Value,Pepsi,Beverages,More Retail,Delhi,Mumbai,1578,82,143,72,46.19,13,57,3771.98,0.26,Mumbai
2026-06-21 19:57:13,SKU_1026,Pepsi 250ml Value,Pepsi,Beverages,More Retail,Mumbai,Hyderabad,978,137,216,172,45.89,9,90,4061.41,0.35,Hyderabad
2026-06-21 19:57:13,SKU_1026,Pepsi 250ml Value,Pepsi,Beverages,BigBasket,Kolkata,Hyderabad,613,107,117,85,29.63,3,99,3716.07,0.4,Hyderabad
2026-06-21 19:57:13,SKU_1026,Pepsi 250ml Value,Pepsi,Beverages,BigBasket,Delhi,Bengaluru,3152,127,1713,1189,214.87,3,67,3497.04,0.24,Bengaluru
2026-06-21 19:57:13,SKU_1026,Pepsi 250ml Value,Pepsi,Beverages,BigBasket,Bengaluru,Delhi,3217,171,727,502,94.77,13,120,2973.11,0.16,Delhi
2026-06-21 19:57:13,SKU_1027,Pepsi 250ml Family,Pepsi,Beverages,JioMart,Pune,Bengaluru,762,12,177,139,49.31,11,101,3608.38,0.67,Bengaluru
2026-06-21 19:57:13,SKU_1027,Pepsi 250ml Family,Pepsi,Beverages,JioMart,Delhi,Ahmedabad,1347,33,198,133,46.77,7,120,4863.43,0.73,Ahmedabad
2026-06-21 19:57:13,SKU_1027,Pepsi 250ml Family,Pepsi,Beverages,JioMart,Kolkata,Mumbai,480,42,102,60,27.31,7,72,4048.53,0.73,Mumbai
2026-06-21 19:57:13,SKU_1027,Pepsi 250ml Family,Pepsi,Beverages,DMart,Bengaluru,Ahmedabad,2414,153,522,270,163.5,13,63,1353.99,0.22,Ahmedabad
2026-06-21 19:57:13,SKU_1027,Pepsi 250ml Family,Pepsi,Beverages,DMart,Kolkata,Delhi,2396,27,377,230,86.27,9,38,4187.38,0.54,Delhi
2026-06-21 19:57:13,SKU_1027,Pepsi 250ml Family,Pepsi,Beverages,DMart,Chennai,Delhi,3129,14,597,386,108.09,7,100,3290.89,0.34,Delhi
2026-06-21 19:57:13,SKU_1027,Pepsi 250ml Family,Pepsi,Beverages,DMart,Ahmedabad,Bengaluru,954,144,198,133,27.99,14,71,1193.59,0.3,Bengaluru
2026-06-21 19:57:13,SKU_1027,Pepsi 250ml Family,Pepsi,Beverages,DMart,Delhi,Mumbai,1652,21,344,252,99.01,4,23,4430.72,0.23,Mumbai
2026-06-21 19:57:13,SKU_1027,Pepsi 250ml Family,Pepsi,Beverages,BigBasket,Bengaluru,Hyderabad,3326,22,975,532,149.87,11,92,818.93,0.89,Hyderabad
2026-06-21 19:57:13,SKU_1027,Pepsi 250ml Family,Pepsi,Beverages,BigBasket,Kolkata,Mumbai,1229,129,430,309,57.79,2,47,3011.09,0.89,Mumbai
2026-06-21 19:57:13,SKU_1027,Pepsi 250ml Family,Pepsi,Beverages,BigBasket,Pune,Hyderabad,1801,145,655,272,100.27,3,107,1867.57,0.9,Hyderabad
2026-06-21 19:57:13,SKU_1027,Pepsi 250ml Family,Pepsi,Beverages,BigBasket,Hyderabad,Pune,2251,58,1404,670,211.92,12,32,3065.12,0.9,Pune
2026-06-21 19:57:13,SKU_1027,Pepsi 250ml Family,Pepsi,Beverages,BigBasket,Ahmedabad,Chennai,2987,182,871,508,129.48,12,55,4472.71,0.2,Chennai
2026-06-21 19:57:13,SKU_1027,Pepsi 250ml Family,Pepsi,Beverages,Reliance Retail,Pune,Chennai,3357,90,898,556,149.79,7,109,2172.74,0.74,Chennai
2026-06-21 19:57:13,SKU_1027,Pepsi 250ml Family,Pepsi,Beverages,Reliance Retail,Hyderabad,Bengaluru,2850,106,623,440,103.27,13,33,2120.04,0.46,Bengaluru
2026-06-21 19:57:13,SKU_1027,Pepsi 250ml Family,Pepsi,Beverages,Reliance Retail,Delhi,Hyderabad,1695,162,671,272,211.76,4,114,1858.29,0.32,Hyderabad
2026-06-21 19:57:13,SKU_1027,Pepsi 250ml Family,Pepsi,Beverages,More Retail,Bengaluru,Hyderabad,587,151,125,75,19.45,11,119,3072.25,0.13,Hyderabad
2026-06-21 19:57:13,SKU_1027,Pepsi 250ml Family,Pepsi,Beverages,More Retail,Pune,Bengaluru,1336,69,473,237,109.38,6,12,3067.19,0.56,Bengaluru
2026-06-21 19:57:13,SKU_1027,Pepsi 250ml Family,Pepsi,Beverages,More Retail,Delhi,Ahmedabad,600,54,275,163,59.57,13,90,3093.05,0.87,Ahmedabad
2026-06-21 19:57:13,SKU_1027,Pepsi 250ml Family,Pepsi,Beverages,Star Bazaar,Kolkata,Chennai,295,121,213,120,31.09,15,16,4414.04,0.25,Chennai
2026-06-21 19:57:13,SKU_1027,Pepsi 250ml Family,Pepsi,Beverages,Star Bazaar,Chennai,Pune,3610,23,454,236,148.82,2,41,2929.68,0.18,Pune
2026-06-21 19:57:13,SKU_1027,Pepsi 250ml Family,Pepsi,Beverages,Star Bazaar,Hyderabad,Pune,1647,124,383,268,117.99,11,65,905.37,0.44,Pune
2026-06-21 19:57:13,SKU_1027,Pepsi 250ml Family,Pepsi,Beverages,Star Bazaar,Bengaluru,Ahmedabad,2113,156,824,575,176.21,10,52,1681.51,0.41,Ahmedabad
2026-06-21 19:57:13,SKU_1028,Pepsi 750ml Mini,Pepsi,Beverages,BigBasket,Bengaluru,Mumbai,982,38,333,222,64.67,8,47,2067.39,0.34,Mumbai
2026-06-21 19:57:13,SKU_1028,Pepsi 750ml Mini,Pepsi,Beverages,BigBasket,Hyderabad,Chennai,1183,167,618,450,136.74,14,57,3304.32,0.45,Chennai
2026-06-21 19:57:13,SKU_1028,Pepsi 750ml Mini,Pepsi,Beverages,BigBasket,Pune,Delhi,2924,196,1314,973,204.46,3,95,745.42,0.9,Delhi
2026-06-21 19:57:13,SKU_1028,Pepsi 750ml Mini,Pepsi,Beverages,BigBasket,Chennai,Kolkata,6447,97,1455,985,204.98,3,40,2525.28,0.07,Kolkata
2026-06-21 19:57:13,SKU_1028,Pepsi 750ml Mini,Pepsi,Beverages,BigBasket,Mumbai,Hyderabad,1303,150,232,137,57.85,13,19,3627.82,0.65,Hyderabad
2026-06-21 19:57:13,SKU_1028,Pepsi 750ml Mini,Pepsi,Beverages,More Retail,Kolkata,Ahmedabad,1504,177,244,189,56.14,3,50,3471.68,0.65,Ahmedabad
2026-06-21 19:57:13,SKU_1028,Pepsi 750ml Mini,Pepsi,Beverages,More Retail,Delhi,Hyderabad,3583,176,715,396,202.14,8,66,4894.75,0.14,Hyderabad
2026-06-21 19:57:13,SKU_1028,Pepsi 750ml Mini,Pepsi,Beverages,More Retail,Mumbai,Delhi,2501,60,450,270,79.67,9,72,4668.57,0.07,Delhi
2026-06-21 19:57:13,SKU_1028,Pepsi 750ml Mini,Pepsi,Beverages,More Retail,Ahmedabad,Pune,1465,200,306,141,65.72,7,88,2083.61,0.61,Pune
2026-06-21 19:57:13,SKU_1028,Pepsi 750ml Mini,Pepsi,Beverages,More Retail,Pune,Kolkata,2182,170,349,175,63.42,8,114,4999.78,0.94,Kolkata
2026-06-21 19:57:13,SKU_1028,Pepsi 750ml Mini,Pepsi,Beverages,DMart,Bengaluru,Bengaluru,1552,116,735,364,149.67,4,55,4867.42,0.87,Bengaluru
2026-06-21 19:57:13,SKU_1028,Pepsi 750ml Mini,Pepsi,Beverages,DMart,Mumbai,Delhi,1867,158,332,204,82.5,14,26,4381.64,0.33,Delhi
2026-06-21 19:57:13,SKU_1028,Pepsi 750ml Mini,Pepsi,Beverages,DMart,Delhi,Delhi,3532,177,586,453,159.55,4,41,805.16,0.53,Delhi
2026-06-21 19:57:13,SKU_1028,Pepsi 750ml Mini,Pepsi,Beverages,DMart,Ahmedabad,Delhi,2107,196,1169,481,162.49,7,113,4878.03,0.92,Delhi
2026-06-21 19:57:13,SKU_1028,Pepsi 750ml Mini,Pepsi,Beverages,Blinkit,Ahmedabad,Kolkata,603,166,168,108,46.15,11,73,3255.63,0.59,Kolkata
2026-06-21 19:57:13,SKU_1028,Pepsi 750ml Mini,Pepsi,Beverages,Blinkit,Chennai,Ahmedabad,542,44,211,126,62.34,11,61,3704.09,0.39,Ahmedabad
2026-06-21 19:57:13,SKU_1028,Pepsi 750ml Mini,Pepsi,Beverages,Blinkit,Pune,Bengaluru,4034,67,699,288,189.69,14,2,4664.46,0.91,Bengaluru
2026-06-21 19:57:13,SKU_1028,Pepsi 750ml Mini,Pepsi,Beverages,Blinkit,Delhi,Bengaluru,1583,26,243,114,60.62,9,111,3276.77,0.67,Bengaluru
2026-06-21 19:57:13,SKU_1028,Pepsi 750ml Mini,Pepsi,Beverages,Spencer's,Bengaluru,Kolkata,3031,143,1251,555,162.64,9,106,4449.95,0.84,Kolkata
2026-06-21 19:57:13,SKU_1028,Pepsi 750ml Mini,Pepsi,Beverages,Spencer's,Ahmedabad,Kolkata,1472,152,517,286,65.37,14,81,4831.67,0.22,Kolkata
2026-06-21 19:57:13,SKU_1028,Pepsi 750ml Mini,Pepsi,Beverages,Spencer's,Pune,Hyderabad,3350,128,721,336,105.11,6,79,4635.65,0.67,Hyderabad
2026-06-21 19:57:13,SKU_1028,Pepsi 750ml Mini,Pepsi,Beverages,Spencer's,Kolkata,Mumbai,4108,194,1247,748,200.25,4,100,3134.51,0.85,Mumbai
2026-06-21 19:57:13,SKU_1028,Pepsi 750ml Mini,Pepsi,Beverages,Spencer's,Chennai,Kolkata,2364,55,586,340,127.01,13,115,1408.69,0.46,Kolkata
2026-06-21 19:57:13,SKU_1028,Pepsi 750ml Mini,Pepsi,Beverages,JioMart,Chennai,Ahmedabad,1839,172,579,315,162.27,10,91,2228.39,0.76,Ahmedabad
2026-06-21 19:57:13,SKU_1028,Pepsi 750ml Mini,Pepsi,Beverages,JioMart,Ahmedabad,Pune,4033,21,586,414,119.89,7,73,4420.87,0.83,Pune
2026-06-21 19:57:13,SKU_1028,Pepsi 750ml Mini,Pepsi,Beverages,JioMart,Pune,Kolkata,574,117,330,172,48.24,13,99,4824.35,0.31,Kolkata
2026-06-21 19:57:13,SKU_1028,Pepsi 750ml Mini,Pepsi,Beverages,JioMart,Mumbai,Kolkata,1678,169,406,286,52.04,2,59,2739.32,0.5,Kolkata
2026-06-21 19:57:13,SKU_1029,Pepsi 750ml Regular,Pepsi,Beverages,Star Bazaar,Ahmedabad,Bengaluru,1484,22,397,188,65.17,2,84,2070.59,0.18,Bengaluru
2026-06-21 19:57:13,SKU_1029,Pepsi 750ml Regular,Pepsi,Beverages,Star Bazaar,Bengaluru,Chennai,511,32,130,54,21.65,8,23,1226.01,0.31,Chennai
2026-06-21 19:57:13,SKU_1029,Pepsi 750ml Regular,Pepsi,Beverages,Star Bazaar,Pune,Delhi,4047,126,882,617,150.49,7,120,661.28,0.74,Delhi
2026-06-21 19:57:13,SKU_1029,Pepsi 750ml Regular,Pepsi,Beverages,Star Bazaar,Kolkata,Pune,2616,150,576,245,81.18,9,18,1049.1,0.82,Pune
2026-06-21 19:57:13,SKU_1029,Pepsi 750ml Regular,Pepsi,Beverages,Star Bazaar,Hyderabad,Bengaluru,1581,166,334,141,82.49,11,94,4907.07,0.53,Bengaluru
2026-06-21 19:57:13,SKU_1029,Pepsi 750ml Regular,Pepsi,Beverages,DMart,Ahmedabad,Hyderabad,5187,119,1238,796,156.17,7,34,2864.26,0.95,Hyderabad
2026-06-21 19:57:13,SKU_1029,Pepsi 750ml Regular,Pepsi,Beverages,DMart,Chennai,Ahmedabad,1006,136,508,367,87.54,11,30,3688.64,0.93,Ahmedabad
2026-06-21 19:57:13,SKU_1029,Pepsi 750ml Regular,Pepsi,Beverages,More Retail,Mumbai,Bengaluru,3255,167,737,589,110.3,8,6,2002.07,0.55,Bengaluru
2026-06-21 19:57:13,SKU_1029,Pepsi 750ml Regular,Pepsi,Beverages,More Retail,Kolkata,Hyderabad,1209,75,583,417,145.69,6,39,2780.1,0.34,Hyderabad
2026-06-21 19:57:13,SKU_1030,Pepsi 750ml Value,Pepsi,Beverages,DMart,Pune,Chennai,6453,182,840,496,211.82,9,103,660.01,0.17,Chennai
2026-06-21 19:57:13,SKU_1030,Pepsi 750ml Value,Pepsi,Beverages,DMart,Chennai,Chennai,957,128,343,244,46.85,8,119,3841.63,0.8,Chennai
2026-06-21 19:57:13,SKU_1030,Pepsi 750ml Value,Pepsi,Beverages,DMart,Hyderabad,Kolkata,2105,63,349,220,76.37,7,103,4622.84,0.77,Kolkata
2026-06-21 19:57:13,SKU_1030,Pepsi 750ml Value,Pepsi,Beverages,DMart,Ahmedabad,Chennai,343,106,205,133,28.57,15,22,3069.42,0.4,Chennai
2026-06-21 19:57:13,SKU_1030,Pepsi 750ml Value,Pepsi,Beverages,Spencer's,Hyderabad,Mumbai,5184,137,831,623,190.85,7,58,4232.56,0.32,Mumbai
2026-06-21 19:57:13,SKU_1030,Pepsi 750ml Value,Pepsi,Beverages,Spencer's,Chennai,Kolkata,1560,61,597,456,122.65,9,65,612.21,0.48,Kolkata
2026-06-21 19:57:13,SKU_1030,Pepsi 750ml Value,Pepsi,Beverages,BigBasket,Bengaluru,Delhi,3656,35,1135,827,165.15,10,87,4967.24,0.23,Delhi
2026-06-21 19:57:13,SKU_1030,Pepsi 750ml Value,Pepsi,Beverages,BigBasket,Delhi,Mumbai,415,11,164,86,22.49,2,88,4316.56,0.83,Mumbai
2026-06-21 19:57:13,SKU_1030,Pepsi 750ml Value,Pepsi,Beverages,BigBasket,Ahmedabad,Hyderabad,2666,15,292,184,83.32,6,82,4514.61,0.34,Hyderabad
2026-06-21 19:57:13,SKU_1031,Pepsi 750ml Family,Pepsi,Beverages,JioMart,Mumbai,Mumbai,1302,62,222,136,38.46,10,41,1719.73,0.9,Mumbai
2026-06-21 19:57:13,SKU_1031,Pepsi 750ml Family,Pepsi,Beverages,JioMart,Delhi,Hyderabad,4225,166,693,524,179.82,10,57,728.27,0.08,Hyderabad
2026-06-21 19:57:13,SKU_1031,Pepsi 750ml Family,Pepsi,Beverages,JioMart,Ahmedabad,Mumbai,1874,119,984,547,200.17,13,77,4510.74,0.62,Mumbai
2026-06-21 19:57:13,SKU_1031,Pepsi 750ml Family,Pepsi,Beverages,JioMart,Chennai,Chennai,3135,60,747,511,156.48,12,104,2900.68,0.93,Chennai
2026-06-21 19:57:13,SKU_1031,Pepsi 750ml Family,Pepsi,Beverages,JioMart,Pune,Ahmedabad,3496,34,621,361,169.93,12,83,3695.97,0.47,Ahmedabad
2026-06-21 19:57:13,SKU_1031,Pepsi 750ml Family,Pepsi,Beverages,BigBasket,Bengaluru,Chennai,1209,93,265,154,67.9,2,9,2639.0,0.37,Chennai
2026-06-21 19:57:13,SKU_1031,Pepsi 750ml Family,Pepsi,Beverages,BigBasket,Mumbai,Delhi,1381,140,749,330,109.55,15,92,4085.41,0.34,Delhi
2026-06-21 19:57:13,SKU_1031,Pepsi 750ml Family,Pepsi,Beverages,BigBasket,Hyderabad,Pune,4354,161,839,474,148.14,11,32,2965.77,0.93,Pune
2026-06-21 19:57:13,SKU_1031,Pepsi 750ml Family,Pepsi,Beverages,Star Bazaar,Mumbai,Bengaluru,3472,54,1219,810,175.78,3,95,4688.88,0.57,Bengaluru
2026-06-21 19:57:13,SKU_1031,Pepsi 750ml Family,Pepsi,Beverages,Star Bazaar,Delhi,Mumbai,2752,123,609,286,114.76,8,9,3192.17,0.67,Mumbai
2026-06-21 19:57:13,SKU_1031,Pepsi 750ml Family,Pepsi,Beverages,Star Bazaar,Ahmedabad,Kolkata,4136,33,636,309,137.26,4,114,3113.46,0.73,Kolkata
2026-06-21 19:57:13,SKU_1031,Pepsi 750ml Family,Pepsi,Beverages,Star Bazaar,Hyderabad,Ahmedabad,5148,146,1141,589,181.02,11,74,2512.22,0.24,Ahmedabad
2026-06-21 19:57:13,SKU_1031,Pepsi 750ml Family,Pepsi,Beverages,Star Bazaar,Bengaluru,Hyderabad,3136,121,1358,933,194.87,7,12,3122.27,0.6,Hyderabad
2026-06-21 19:57:13,SKU_1031,Pepsi 750ml Family,Pepsi,Beverages,More Retail,Delhi,Chennai,6817,38,600,446,199.72,15,4,1558.59,0.68,Chennai
2026-06-21 19:57:13,SKU_1031,Pepsi 750ml Family,Pepsi,Beverages,More Retail,Pune,Pune,1589,121,470,290,95.83,12,23,2636.92,0.22,Pune
2026-06-21 19:57:13,SKU_1031,Pepsi 750ml Family,Pepsi,Beverages,More Retail,Ahmedabad,Delhi,3093,83,675,539,93.84,12,17,1104.25,0.11,Delhi
2026-06-21 19:57:13,SKU_1031,Pepsi 750ml Family,Pepsi,Beverages,More Retail,Kolkata,Pune,500,44,98,42,18.22,12,104,2371.35,0.46,Pune
2026-06-21 19:57:13,SKU_1031,Pepsi 750ml Family,Pepsi,Beverages,More Retail,Chennai,Delhi,4298,126,906,547,176.73,10,105,2525.21,0.37,Delhi
2026-06-21 19:57:13,SKU_1032,Pepsi Black Can 330ml Mini,Pepsi,Beverages,More Retail,Bengaluru,Kolkata,4828,155,649,385,204.95,7,15,3111.21,0.92,Kolkata
2026-06-21 19:57:13,SKU_1032,Pepsi Black Can 330ml Mini,Pepsi,Beverages,More Retail,Chennai,Hyderabad,870,129,176,106,31.41,10,114,3245.32,0.27,Hyderabad
2026-06-21 19:57:13,SKU_1032,Pepsi Black Can 330ml Mini,Pepsi,Beverages,More Retail,Hyderabad,Hyderabad,3740,166,915,385,144.29,7,69,4003.37,0.47,Hyderabad
2026-06-21 19:57:13,SKU_1032,Pepsi Black Can 330ml Mini,Pepsi,Beverages,More Retail,Delhi,Pune,2482,100,800,627,120.1,14,38,1801.44,0.08,Pune
2026-06-21 19:57:13,SKU_1032,Pepsi Black Can 330ml Mini,Pepsi,Beverages,More Retail,Ahmedabad,Hyderabad,5765,25,1354,882,204.19,11,22,3077.87,0.64,Hyderabad
2026-06-21 19:57:13,SKU_1032,Pepsi Black Can 330ml Mini,Pepsi,Beverages,JioMart,Kolkata,Hyderabad,413,43,283,182,41.0,6,110,1656.3,0.72,Hyderabad
2026-06-21 19:57:13,SKU_1032,Pepsi Black Can 330ml Mini,Pepsi,Beverages,JioMart,Delhi,Ahmedabad,4520,104,929,671,138.78,6,101,3653.49,0.49,Ahmedabad
2026-06-21 19:57:13,SKU_1032,Pepsi Black Can 330ml Mini,Pepsi,Beverages,JioMart,Bengaluru,Mumbai,5594,47,843,538,178.87,15,20,4269.26,0.73,Mumbai
2026-06-21 19:57:13,SKU_1032,Pepsi Black Can 330ml Mini,Pepsi,Beverages,JioMart,Ahmedabad,Delhi,1828,63,628,396,99.65,15,45,744.47,0.29,Delhi
2026-06-21 19:57:13,SKU_1032,Pepsi Black Can 330ml Mini,Pepsi,Beverages,Reliance Retail,Kolkata,Bengaluru,2296,107,592,398,110.12,8,61,1681.81,0.53,Bengaluru
2026-06-21 19:57:13,SKU_1032,Pepsi Black Can 330ml Mini,Pepsi,Beverages,Reliance Retail,Mumbai,Pune,1644,183,727,382,104.12,10,88,4801.42,0.14,Pune
2026-06-21 19:57:13,SKU_1032,Pepsi Black Can 330ml Mini,Pepsi,Beverages,Star Bazaar,Pune,Pune,1272,128,292,207,83.67,13,31,3804.41,0.58,Pune
